t_index   term                     df
2965      discrimin                  2
2966      discuss                    75
2967      disdain                    4
2968      diseas                     9
2969      disenfranchis              3
2970      disgaz                     1
2971      disgrac                    12
2972      disgruntl                  5
2973      disguis                    9
2974      disgust                    1
2975      dish                       1
2976      dishdasha                  1
2977      dishearten                 2
2978      dishonor                   2
2979      disillus                   2
2980      disinfect                  5
2981      disinform                  1
2982      disintegr                  10
2983      dislik                     1
2984      disloc                     2
2985      dislodg                    2
2986      dismal                     1
2987      dismantl                   8
2988      dismay                     3
2989      dismemb                    1
2990      dismiss                    32
2991      disobedi                   14
2992      disord                     3
2993      disori                     2
2994      dispar                     4
2995      disparag                   2
2996      dispatch                   31
2997      dispel                     2
2998      dispens                    1
2999      dispers                    13
3000      displac                    2
3001      display                    29
3002      displeas                   1
3003      displeasur                 1
3004      dispos                     12
3005      disposit                   1
3006      disprov                    2
3007      disput                     33
3008      disqualifi                 6
3009      disquiet                   1
3010      disregard                  5
3011      disreput                   1
3012      disrespect                 2
3013      disrupt                    9
3014      dissect                    1
3015      dissemin                   4
3016      dissent                    5
3017      dissid                     6
3018      dissip                     1
3019      dissolv                    12
3020      dissuas                    1
3021      distanc                    16
3022      distant                    7
3023      distinct                   7
3024      distinctli                 1
3025      distinguish                7
3026      distort                    6
3027      distract                   8
3028      distraught                 13
3029      distress                   4
3030      distribut                  26
3031      district                   38
3032      distrust                   1
3033      disturb                    9
3034      disun                      2
3035      ditch                      5
3036      dive                       21
3037      diver                      67
3038      divers                     8
3039      diversifi                  1
3040      divert                     8
3041      divid                      33
3042      divis                      26
3043      divorc                     3
3044      divulg                     4
3045      dixon                      3
3046      dixvil                     1
3047      dizzi                      2
3048      djahouri                   1
3049      djibouti                   20
3050      djikal                     1
3051      djila                      1
3052      djindjic                   17
3053      djukanov                   3
3054      djuro                      1
3055      dmitri                     12
3056      dmon                       1
3057      dna                        5
3058      dnevnik                    1
3059      do                         1
3060      doan                       1
3061      dobrica                    1
3062      dochterman                 1
3063      dock                       42
3064      docksid                    2
3065      doctor                     52
3066      doctorswithoutbord         1
3067      doctrin                    1
3068      document                   44
3069      documentari                1
3070      dodg                       1
3071      dodgi                      3
3072      doer                       1
3073      doesn                      43
3074      dog                        32
3075      dogged                     1
3076      doggedli                   1
3077      doha                       1
3078      dokic                      9
3079      doll                       1
3080      dollar                     47
3081      dolphin                    1
3082      domain                     1
3083      dome                       2
3084      domest                     16
3085      domin                      42
3086      dominican                  1
3087      dominik                    16
3088      dominikov                  4
3089      dominion                   2
3090      dominiqu                   1
3091      domino                     3
3092      don                        2
3093      donald                     35
3094      donaldson                  2
3095      donat                      19
3096      done                       109
3097      dong                       1
3098      donkey                     1
3099      donna                      2
3100      donnel                     3
3101      donor                      11
3102      dooda                      1
3103      doom                       9
3104      door                       55
3105      doorway                    2
3106      dopher                     1
3107      dora                       1
3108      dorcol                     1
3109      doreen                     1
3110      dori                       1
3111      dormitori                  1
3112      dorothi                    3
3113      dose                       1
3114      dostoyevski                1
3115      dot                        3
3116      doubl                      46
3117      doubt                      52
3118      doudou                     1
3119      doug                       1
3120      dougal                     9
3121      dougherti                  2
3122      dougla                     1
3123      dour                       2
3124      dove                       1
3125      dover                      24
3126      dow                        2
3127      down                       4
3128      downbeat                   1
3129      downfal                    19
3130      downplay                   3
3131      downpour                   1
3132      downstair                  2
3133      downtown                   29
3134      dows                       1
3135      doyal                      1
3136      doze                       1
3137      dozen                      114
3138      dozo                       1
3139      dpko                       1
3140      dpmo                       2
3141      draconian                  2
3142      draft                      16
3143      drag                       15
3144      dragan                     6
3145      dragana                    1
3146      dragesa                    1
3147      dragisha                   1
3148      dragoljub                  8
3149      dragomir                   2
3150      dragon                     2
3151      drain                      8
3152      drama                      13
3153      draman                     15
3154      dramat                     33
3155      drape                      18
3156      draper                     2
3157      draskov                    4
3158      drastic                    1
3159      draw                       48
3160      drawn                      17
3161      dread                      1
3162      dream                      20
3163      dress                      24
3164      dresser                    1
3165      drew                       23
3166      drexel                     1
3167      dri                        17
3168      drift                      3
3169      drill                      8
3170      drink                      13
3171      drip                       1
3172      drissa                     3
3173      drive                      65
3174      driven                     17
3175      driver                     24
3176      driveway                   1
3177      drizzl                     1
3178      drizzli                    1
3179      drop                       52
3180      drought                    2
3181      drove                      22
3182      drown                      6
3183      drub                       1
3184      drudg                      1
3185      drug                       41
3186      drugli                     1
3187      drum                       1
3188      drumbeat                   2
3189      drummer                    2
3190      drunk                      3
3191      drunken                    1
3192      drydock                    1
3193      dtic                       2
3194      dual                       1
3195      duan                       1
3196      dub                        3
3197      dubai                      5
3198      dubiou                     1
3199      duboc                      1
3200      duc                        7
3201      duck                       4
3202      duct                       6
3203      dudley                     12
3204      due                        38
3205      duel                       3
3206      duffel                     2
3207      duffi                      4
3208      duffl                      1
3209      dug                        22
3210      duglon                     1
3211      duguid                     2
3212      duke                       1
3213      dull                       1
3214      duluth                     1
3215      duma                       1
3216      dump                       12
3217      duo                        1
3218      duopoli                    1
3219      dupe                       1
3220      duplic                     1
3221      durango                    2
3222      duress                     1
3223      dusan                      1
3224      dusk                       2
3225      dust                       13
3226      dusti                      11
3227      dutch                      3
3228      duti                       27
3229      duval                      1
3230      dwarf                      1
3231      dwell                      2
3232      dweller                    3
3233      dwight                     2
3234      dwindl                     11
3235      dwyer                      1
3236      dy                         3
3237      dye                        2
3238      dygalo                     2
3239      dynam                      4
3240      dynamit                    8
3241      dynasti                    1
3242      dysfunct                   1
3243      eager                      18
3244      eagl                       1
3245      eagleton                   1
3246      eaker                      1
3247      eant                       1
3248      ear                        7
3249      eardrum                    2
3250      earli                      181
3251      earlier                    188
3252      earliest                   7
3253      earmark                    8
3254      earn                       23
3255      earnest                    5
3256      earshot                    1
3257      earth                      29
3258      earthmov                   3
3259      earthquak                  111
3260      eas                        27
3261      easi                       34
3262      easier                     12
3263      easiest                    2
3264      easili                     25
3265      easley                     1
3266      east                       128
3267      eastern                    40
3268      eat                        15
3269      eaten                      3
3270      eavesdrop                  1
3271      eb                         3
3272      ebb                        5
3273      ebri                       1
3274      eccel                      1
3275      echeverria                 1
3276      echo                       28
3277      eclips                     2
3278      ecolog                     1
3279      ecologist                  1
3280      econolin                   1
3281      econom                     83
3282      economi                    73
3283      economist                  12
3284      ecstat                     1
3285      ecuador                    10
3286      ecuadorian                 1
3287      ed                         1
3288      edberg                     1
3289      edg                        49
3290      edgar                      1
3291      edict                      1
3292      edific                     1
3293      edikipa                    1
3294      edinburgh                  1
3295      edit                       16
3296      editor                     16
3297      editori                    16
3298      edmond                     32
3299      edmund                     25
3300      edmundo                    1
3301      edt                        13
3302      eduard                     1
3303      eduardo                    1
3304      educ                       40
3305      edward                     6
3306      edwardo                    1
3307      edwin                      2
3308      eeri                       2
3309      eerili                     1
3310      effect                     76
3311      effici                     4
3312      effort                     185
3313      effortlessli               1
3314      egg                        5
3315      egoavil                    3
3316      egotist                    2
3317      egregi                     1
3318      egypt                      26
3319      egyptian                   31
3320      ehud                       8
3321      eight                      113
3322      eighteen                   1
3323      eighth                     22
3324      eighti                     5
3325      eisenhow                   3
3326      either                     60
3327      eject                      2
3328      ekra                       1
3329      el                         3
3330      elabor                     24
3331      elana                      1
3332      elast                      1
3333      elat                       1
3334      elayn                      1
3335      elbaum                     1
3336      elbow                      7
3337      elder                      6
3338      elderli                    5
3339      eldest                     3
3340      elect                      312
3341      elector                    80
3342      electr                     42
3343      electrician                3
3344      electrifi                  1
3345      electrocut                 1
3346      electron                   11
3347      eleg                       5
3348      element                    21
3349      elementari                 2
3350      elena                      6
3351      elev                       4
3352      eleven                     12
3353      elia                       4
3354      eliac                      1
3355      elier                      1
3356      elig                       10
3357      elimin                     32
3358      elit                       7
3359      elizabeth                  7
3360      ellen                      5
3361      elli                       2
3362      elliot                     2
3363      ellips                     2
3364      ellipt                     1
3365      ellwood                    1
3366      eln                        1
3367      elong                      1
3368      els                        34
3369      elsewher                   55
3370      elton                      1
3371      elud                       12
3372      elus                       4
3373      eman                       1
3374      emanuel                    1
3375      embargo                    31
3376      embark                     4
3377      embarrass                  10
3378      embassi                    118
3379      embattl                    9
3380      embed                      1
3381      embellish                  1
3382      emblemat                   1
3383      embrac                     20
3384      embroil                    1
3385      emerg                      111
3386      emerson                    2
3387      emigr                      7
3388      emil                       5
3389      emili                      2
3390      emilio                     2
3391      emin                       2
3392      emir                       7
3393      emiss                      1
3394      emissari                   1
3395      emit                       1
3396      emkne                      1
3397      emmanuel                   3
3398      emot                       47
3399      empathet                   1
3400      empathi                    1
3401      emperor                    4
3402      emphas                     9
3403      emphasi                    7
3404      emphat                     5
3405      empir                      6
3406      employ                     19
3407      employe                    50
3408      empow                      2
3409      empt                       1
3410      empti                      14
3411      emul                       3
3412      enabl                      10
3413      enact                      4
3414      encircl                    1
3415      enclos                     1
3416      encor                      1
3417      encount                    15
3418      encourag                   33
3419      end                        277
3420      endang                     5
3421      endear                     1
3422      endeavor                   3
3423      endem                      1
3424      endors                     12
3425      endur                      18
3426      enemi                      46
3427      energ                      3
3428      energet                    1
3429      energi                     29
3430      enforc                     46
3431      engag                      25
3432      engend                     2
3433      engin                      54
3434      engineerman                1
3435      engineman                  1
3436      england                    2
3437      english                    18
3438      engrav                     1
3439      engulf                     7
3440      enhanc                     5
3441      enigmat                    1
3442      enjoin                     1
3443      enjoy                      19
3444      enlarg                     4
3445      enlist                     14
3446      enmesh                     1
3447      enmiti                     2
3448      enorm                      27
3449      enough                     136
3450      enqvist                    1
3451      enrag                      2
3452      enrich                     1
3453      ensembl                    2
3454      ensign                     4
3455      ensnar                     2
3456      ensu                       9
3457      ensul                      1
3458      ensur                      34
3459      entail                     1
3460      entangl                    2
3461      enter                      67
3462      enterpris                  4
3463      entertain                  5
3464      enthusiasm                 8
3465      enthusiast                 7
3466      entic                      4
3467      entir                      44
3468      entireti                   1
3469      entiti                     2
3470      entitl                     6
3471      entomb                     4
3472      entourag                   3
3473      entranc                    7
3474      entrench                   2
3475      entrepreneur               2
3476      entrepreneuri              2
3477      entrepreneurship           5
3478      entri                      3
3479      entrust                    2
3480      envelop                    1
3481      envi                       1
3482      environ                    8
3483      environment                11
3484      environmentalist           3
3485      envis                      2
3486      envisag                    1
3487      envoy                      7
3488      epa                        1
3489      epic                       2
3490      epicent                    31
3491      epidem                     2
3492      epiphani                   1
3493      episcop                    3
3494      episod                     2
3495      equal                      20
3496      equanim                    1
3497      equip                      89
3498      equival                    12
3499      er                         1
3500      era                        53
3501      eras                       11
3502      erect                      7
3503      erena                      1
3504      eri                        3
3505      eric                       6
3506      erinson                    1
3507      erlang                     1
3508      ernesto                    4
3509      erni                       4
3510      erod                       9
3511      eros                       4
3512      err                        1
3513      errand                     1
3514      errat                      8
3515      erron                      3
3516      error                      47
3517      erupt                      18
3518      esam                       1
3519      escal                      9
3520      escap                      85
3521      escape                     28
3522      escort                     10
3523      escud                      3
3524      especi                     74
3525      espehello                  1
3526      espi                       6
3527      espionag                   34
3528      espitia                    1
3529      espo                       1
3530      espous                     1
3531      essay                      3
3532      essenc                     3
3533      essenti                    16
3534      est                        1
3535      establish                  51
3536      estat                      18
3537      estim                      63
3538      estrada                    1
3539      estrang                    1
3540      etar                       1
3541      etat                       7
3542      etcetera                   1
3543      ethan                      2
3544      ethic                      7
3545      ethiopia                   1
3546      ethnic                     34
3547      ethnocentr                 2
3548      etoge                      1
3549      eucom                      1
3550      eugen                      4
3551      eulog                      3
3552      euphor                     1
3553      euphoria                   6
3554      europ                      50
3555      european                   52
3556      evacu                      24
3557      evad                       7
3558      evalu                      11
3559      evan                       5
3560      evanel                     1
3561      evapor                     3
3562      evas                       14
3563      eve                        63
3564      evelyn                     2
3565      even                       314
3566      evenh                      1
3567      evenhand                   1
3568      evenli                     5
3569      event                      85
3570      eventu                     45
3571      ever                       109
3572      everett                    1
3573      everi                      92
3574      eversinc                   1
3575      evert                      11
3576      everybodi                  20
3577      everyday                   10
3578      everyon                    57
3579      everyth                    77
3580      everywher                  18
3581      evi                        4
3582      evict                      2
3583      evid                       131
3584      evidenc                    1
3585      evil                       2
3586      evoc                       1
3587      evok                       1
3588      evolut                     3
3589      ewe                        4
3590      exacerb                    1
3591      exact                      8
3592      exactli                    37
3593      exagger                    4
3594      exalt                      1
3595      exam                       4
3596      examin                     49
3597      exampl                     40
3598      exasper                    2
3599      excav                      12
3600      exceed                     5
3601      exceedingli                1
3602      excel                      5
3603      except                     27
3604      excerpt                    5
3605      excess                     2
3606      exchang                    23
3607      excit                      9
3608      exclaim                    1
3609      exclam                     2
3610      exclud                     20
3611      exclus                     20
3612      exclusion                  2
3613      exclusionari               1
3614      excruci                    1
3615      excus                      7
3616      execut                     71
3617      exemplari                  1
3618      exemplifi                  1
3619      exempt                     2
3620      exercis                    22
3621      exhaust                    26
3622      exhibit                    3
3623      exhilar                    1
3624      exhort                     2
3625      exil                       43
3626      exist                      21
3627      exit                       25
3628      exocet                     1
3629      exodu                      3
3630      exoner                     1
3631      expand                     18
3632      expans                     5
3633      expatri                    3
3634      expect                     187
3635      expectantli                1
3636      expedi                     2
3637      expedit                    4
3638      expel                      5
3639      expenditur                 2
3640      expens                     21
3641      experi                     46
3642      experienc                  8
3643      expert                     118
3644      expertis                   8
3645      expir                      9
3646      explain                    35
3647      explan                     13
3648      explicit                   4
3649      explicitli                 6
3650      explod                     43
3651      exploit                    7
3652      explor                     13
3653      explos                     223
3654      export                     22
3655      expos                      8
3656      express                    76
3657      expuls                     1
3658      exquisit                   1
3659      extend                     38
3660      extens                     34
3661      extent                     27
3662      exterior                   3
3663      extern                     14
3664      extinct                    2
3665      extinguish                 2
3666      extol                      2
3667      extort                     4
3668      extra                      21
3669      extract                    6
3670      extradit                   33
3671      extraordinari              12
3672      extraordinarili            2
3673      extravag                   2
3674      extrem                     21
3675      extremist                  17
3676      extric                     2
3677      exuber                     1
3678      exud                       1
3679      exult                      1
3680      eyadema                    1
3681      eyal                       1
3682      eye                        67
3683      eyebal                     1
3684      eyelid                     1
3685      eyesburn                   1
3686      eyewit                     10
3687      eyewitnesss                1
3688      faa                        1
3689      fabiani                    1
3690      fabric                     5
3691      facad                      4
3692      face                       186
3693      facial                     1
3694      facil                      45
3695      facilit                    4
3696      fact                       110
3697      factbook                   4
3698      faction                    13
3699      facto                      2
3700      factor                     23
3701      factori                    20
3702      factual                    1
3703      fade                       24
3704      fadeyev                    1
3705      fadhli                     1
3706      fagan                      1
3707      fahrenheit                 1
3708      fail                       115
3709      failur                     16
3710      faint                      6
3711      faintli                    1
3712      fair                       46
3713      fairfax                    1
3714      fairleigh                  1
3715      fairli                     16
3716      faisal                     1
3717      faith                      9
3718      faithless                  1
3719      fake                       10
3720      fall                       68
3721      fallen                     27
3722      fallout                    1
3723      faln                       1
3724      fals                       30
3725      falsif                     1
3726      falsifi                    5
3727      falter                     4
3728      fame                       6
3729      famer                      1
3730      famili                     213
3731      familiar                   17
3732      famou                      4
3733      fan                        10
3734      fanci                      1
3735      fanfar                     2
3736      far                        181
3737      faraway                    3
3738      farc                       2
3739      fare                       1
3740      farera                     1
3741      farewel                    16
3742      farid                      1
3743      farina                     3
3744      farinella                  1
3745      farm                       9
3746      farmer                     8
3747      farmington                 1
3748      farrier                    1
3749      farther                    2
3750      farthest                   2
3751      fascin                     5
3752      fascist                    3
3753      fashion                    8
3754      faso                       8
3755      fast                       24
3756      faster                     11
3757      fastest                    2
3758      fat                        2
3759      fatal                      8
3760      fatalist                   1
3761      fate                       33
3762      father                     76
3763      fatherless                 1
3764      fatigu                     7
3765      fatwa                      1
3766      fault                      29
3767      faulti                     1
3768      favor                      49
3769      favorit                    14
3770      faw                        1
3771      fax                        14
3772      fay                        1
3773      fayettevil                 1
3774      fbi                        113
3775      fda                        1
3776      fear                       110
3777      fearless                   4
3778      feasibl                    4
3779      feast                      1
3780      feat                       8
3781      featur                     19
3782      feb                        2
3783      februari                   3
3784      fed                        15
3785      feder                      138
3786      federalist                 1
3787      federico                   11
3788      fee                        5
3789      feed                       14
3790      feel                       118
3791      feet                       62
3792      fehn                       2
3793      feign                      1
3794      feingold                   1
3795      feinstein                  3
3796      felix                      9
3797      fell                       66
3798      fellow                     39
3799      felon                      4
3800      feloni                     13
3801      felt                       81
3802      femal                      13
3803      feminist                   1
3804      fenc                       6
3805      fend                       2
3806      ferdinand                  1
3807      ferment                    1
3808      fernand                    5
3809      fernandez                  1
3810      fernando                   5
3811      feroci                     1
3812      ferraro                    1
3813      ferreira                   3
3814      ferrer                     1
3815      ferrero                    12
3816      ferret                     2
3817      ferri                      4
3818      fertil                     3
3819      fervor                     5
3820      fest                       1
3821      festiv                     8
3822      fetch                      1
3823      fever                      6
3824      feverish                   1
3825      fewer                      17
3826      fewest                     1
3827      fhimah                     1
3828      fiance                     1
3829      fiberglass                 9
3830      fiction                    2
3831      fictiti                    3
3832      fidel                      5
3833      fidelia                    2
3834      fidget                     2
3835      fie                        1
3836      fiefdom                    2
3837      field                      49
3838      fierc                      16
3839      fieri                      3
3840      fierrera                   1
3841      fife                       2
3842      fifteen                    3
3843      fifteenth                  1
3844      fifth                      37
3845      fifti                      2
3846      fight                      77
3847      fighter                    15
3848      figur                      93
3849      fijimori                   1
3850      file                       40
3851      filipov                    1
3852      fill                       62
3853      fillmor                    1
3854      film                       8
3855      filter                     1
3856      filth                      1
3857      final                      199
3858      finalist                   5
3859      financ                     41
3860      financi                    63
3861      find                       215
3862      fine                       43
3863      finest                     5
3864      finger                     13
3865      fingerprint                5
3866      fingertip                  1
3867      finish                     59
3868      finit                      2
3869      fink                       3
3870      finland                    2
3871      finsburi                   1
3872      fir                        4
3873      fire                       130
3874      firearm                    12
3875      firebal                    1
3876      firebomb                   1
3877      firecrack                  2
3878      firefight                  6
3879      fireman                    4
3880      firepow                    2
3881      firerescu                  1
3882      fireston                   1
3883      firestorm                  1
3884      firework                   5
3885      firm                       32
3886      firmer                     1
3887      firmli                     11
3888      first                      442
3889      firstli                    1
3890      fiscal                     3
3891      fischer                    2
3892      fish                       10
3893      fisheri                    1
3894      fisherman                  2
3895      fishermen                  5
3896      fissur                     1
3897      fist                       21
3898      fit                        27
3899      fitcher                    1
3900      fitter                     1
3901      fittingli                  1
3902      fitzgerald                 7
3903      five                       227
3904      fix                        16
3905      fizzl                      1
3906      fla                        17
3907      flabbergast                1
3908      flag                       42
3909      flagrant                   2
3910      flair                      2
3911      flak                       1
3912      flake                      3
3913      flaku                      3
3914      flame                      9
3915      flank                      6
3916      flare                      3
3917      flash                      3
3918      flashbulb                  1
3919      flashlight                 1
3920      flashpoint                 3
3921      flat                       13
3922      flatb                      1
3923      flatli                     1
3924      flatten                    23
3925      flatter                    1
3926      flatwar                    1
3927      flaw                       15
3928      flawless                   2
3929      flawlessli                 1
3930      flea                       1
3931      fled                       72
3932      fledg                      1
3933      fledgl                     2
3934      flee                       36
3935      fleet                      72
3936      fleischer                  1
3937      flesh                      2
3938      fletchal                   1
3939      fletcher                   4
3940      flew                       33
3941      flex                       1
3942      flexibl                    2
3943      flfing                     1
3944      fli                        50
3945      flier                      1
3946      flight                     49
3947      flimsi                     1
3948      fling                      1
3949      flint                      1
3950      flintoff                   2
3951      flip                       7
3952      float                      15
3953      floater                    1
3954      flood                      38
3955      floodlight                 1
3956      floodlit                   2
3957      floor                      38
3958      flop                       4
3959      flore                      15
3960      floresc                    1
3961      florez                     2
3962      florida                    42
3963      florist                    1
3964      floss                      1
3965      flotilla                   12
3966      flour                      2
3967      flourish                   3
3968      flow                       10
3969      flower                     8
3970      flown                      44
3971      floyd                      2
3972      fluctuat                   1
3973      fluid                      2
3974      flung                      8
3975      fluorid                    1
3976      flurri                     4
3977      flush                      1
3978      fluster                    2
3979      fluti                      1
3980      flux                       1
3981      focu                       44
3982      focus                      45
3983      focuss                     2
3984      foe                        16
3985      fofana                     2
3986      fog                        11
3987      foggi                      4
3988      foil                       6
3989      fold                       3
3990      foley                      2
3991      folk                       7
3992      folklor                    1
3993      follow                     216
3994      followup                   1
3995      foment                     3
3996      fond                       2
3997      font                       1
3998      food                       61
3999      fool                       2
4000      foolish                    1
4001      foot                       107
4002      footag                     3
4003      footbal                    10
4004      foothil                    6
4005      foothold                   6
4006      footnot                    1
4007      footprint                  1
4008      footstep                   1
4009      footwear                   1
4010      footwork                   1
4011      forag                      4
4012      foray                      3
4013      forb                       3
4014      forbid                     1
4015      forbidden                  2
4016      forc                       366
4017      forcep                     1
4018      forcibl                    2
4019      ford                       11
4020      fore                       2
4021      forebod                    1
4022      forecast                   8
4023      foreclos                   1
4024      forefront                  2
4025      forehand                   15
4026      forehead                   2
4027      foreign                    191
4028      foremost                   3
4029      forens                     21
4030      forerunn                   2
4031      forese                     3
4032      foreseen                   1
4033      forest                     9
4034      foretast                   1
4035      forev                      9
4036      foreword                   1
4037      forg                       4
4038      forgav                     1
4039      forgeri                    1
4040      forget                     12
4041      forgiv                     7
4042      forgiven                   1
4043      forgot                     1
4044      forgotten                  5
4045      fork                       2
4046      form                       95
4047      formal                     42
4048      format                     9
4049      former                     268
4050      formerli                   9
4051      formid                     4
4052      formul                     1
4053      formula                    3
4054      fornl                      1
4055      forsak                     1
4056      fort                       13
4057      forth                      5
4058      forti                      5
4059      fortifi                    2
4060      fortitud                   1
4061      fortnight                  1
4062      fortress                   1
4063      fortun                     16
4064      forum                      15
4065      forward                    57
4066      foster                     4
4067      fought                     48
4068      foul                       1
4069      found                      236
4070      foundat                    8
4071      founder                    10
4072      fountain                   1
4073      four                       273
4074      fourth                     57
4075      fox                        7
4076      foyer                      2
4077      fpi                        2
4078      fpt                        1
4079      fr                         1
4080      fraction                   7
4081      fractiou                   2
4082      fractur                    9
4083      fragil                     7
4084      fragment                   9
4085      fraim                      1
4086      frame                      7
4087      framework                  2
4088      franc                      36
4089      franchis                   1
4090      franci                     6
4091      franciscan                 2
4092      francisco                  37
4093      francoi                    1
4094      franjo                     3
4095      frank                      28
4096      frankfort                  4
4097      frankfurt                  9
4098      frankli                    8
4099      frantic                    20
4100      fraser                     1
4101      frasur                     1
4102      fraud                      68
4103      fraudul                    5
4104      fraught                    3
4105      fray                       4
4106      frazier                    2
4107      fred                       2
4108      freder                     1
4109      fredericqu                 1
