t_index   term                     df
4290      dried-up                   1
4291      drift                      3
4292      drill                      8
4293      drink                      13
4294      drip                       1
4295      drissa                     3
4296      drive                      61
4297      driven                     16
4298      driver                     24
4299      driveway                   1
4300      drizzl                     1
4301      drizzli                    1
4302      drop                       51
4303      drop-in                    1
4304      drought                    2
4305      drove                      22
4306      drown                      6
4307      drub                       1
4308      drudg                      1
4309      drug                       41
4310      drug-mak                   1
4311      drugli                     1
4312      drum                       1
4313      drumbeat                   2
4314      drummer                    2
4315      drunk                      3
4316      drunken                    1
4317      drydock                    1
4318      dtic                       2
4319      du                         1
4320      dual                       1
4321      duan                       1
4322      dub                        3
4323      dubai                      5
4324      dubiou                     1
4325      duboc                      1
4326      duc                        7
4327      duck                       2
4328      duct                       6
4329      dudley                     12
4330      due                        38
4331      duel                       3
4332      duffel                     2
4333      duffi                      4
4334      duffl                      1
4335      dug                        21
4336      dug-up                     1
4337      duglon                     1
4338      duguid                     2
4339      duke                       1
4340      dull                       1
4341      duluth                     1
4342      duma                       1
4343      dump                       12
4344      duo                        1
4345      duopoli                    1
4346      dupe                       1
4347      duplic                     1
4348      durango                    2
4349      duress                     1
4350      dusan                      1
4351      dusk                       2
4352      dust                       13
4353      dusti                      11
4354      dutch                      3
4355      duti                       27
4356      duval                      1
4357      dwarf                      1
4358      dwell                      2
4359      dwight                     2
4360      dwindl                     11
4361      dwyer                      1
4362      dy                         5
4363      dye                        2
4364      dygalo                     2
4365      dynam                      4
4366      dynamit                    4
4367      dynamite-tip               4
4368      dynasti                    1
4369      dysfunct                   1
4370      e                          9
4371      e-commerc                  1
4372      e-mail                     7
4373      eager                      18
4374      eagl                       1
4375      eagleton                   1
4376      eaker                      1
4377      eant-war                   1
4378      ear                        7
4379      eardrum                    2
4380      earli                      180
4381      earlier                    188
4382      earliest                   7
4383      early-season               1
4384      earmark                    8
4385      earn                       22
4386      earnest                    5
4387      earshot                    1
4388      earth                      29
4389      earth-mov                  2
4390      earthmov                   3
4391      earthquak                  110
4392      earthquake-driven          1
4393      earthquake-ravag           1
4394      earthquake-stricken        1
4395      earthquake-trigg           2
4396      eas                        27
4397      easi                       34
4398      easier                     12
4399      easiest                    2
4400      easili                     25
4401      easley                     1
4402      east                       127
4403      eastern                    40
4404      eat                        15
4405      eaten                      2
4406      eavesdrop                  1
4407      eb                         3
4408      ebb                        5
4409      ebri                       1
4410      eccel                      1
4411      echeverria                 1
4412      echo                       28
4413      eclips                     2
4414      ecolog                     1
4415      ecologist                  1
4416      econolin                   1
4417      econom                     83
4418      economi                    73
4419      economist                  12
4420      ecstat                     1
4421      ecuador                    10
4422      ecuadorian                 1
4423      ed                         12
4424      edberg                     1
4425      edg                        46
4426      edgar                      1
4427      edict                      1
4428      edific                     1
4429      edikipa                    1
4430      edinburgh                  1
4431      edit                       16
4432      editor                     16
4433      editor-in-chief            1
4434      editori                    16
4435      edmond                     32
4436      edmund                     25
4437      edmundo                    1
4438      edt                        13
4439      eduard                     1
4440      eduardo                    1
4441      educ                       37
4442      edward                     6
4443      edwardo                    1
4444      edwin                      2
4445      eeri                       2
4446      eerili                     1
4447      effect                     76
4448      effici                     4
4449      effort                     185
4450      effortlessli               1
4451      eg                         1
4452      egg                        5
4453      egoavil                    3
4454      egotist                    2
4455      egregi                     1
4456      egypt                      26
4457      egyptian                   31
4458      ehud                       8
4459      eight                      104
4460      eight-day                  2
4461      eight-man                  1
4462      eight-memb                 1
4463      eight-month                1
4464      eight-volum                1
4465      eight-year                 3
4466      eighteen-month-old         1
4467      eighth                     15
4468      eighth-centuri             1
4469      eighth-seed                6
4470      eighti                     2
4471      eighty-seven               2
4472      eighty-year-old            1
4473      eisenhow                   3
4474      either                     60
4475      eject                      2
4476      ekra                       1
4477      el                         68
4478      el-attar                   1
4479      el-misri                   1
4480      el-sheikh                  3
4481      el-sirri                   1
4482      elabor                     24
4483      elana                      1
4484      elast                      1
4485      elat                       1
4486      elayn                      1
4487      elbaum                     1
4488      elbow                      7
4489      elder                      6
4490      elderli                    5
4491      eldest                     3
4492      elect                      298
4493      election-day               1
4494      election-night             1
4495      elector                    80
4496      electr                     42
4497      electric-pow               1
4498      electrician                3
4499      electrifi                  1
4500      electrocut                 1
4501      electron                   11
4502      eleg                       5
4503      element                    21
4504      elementari                 2
4505      elena                      6
4506      elev                       4
4507      eleven                     12
4508      elia                       4
4509      eliac                      1
4510      elier                      1
4511      elig                       10
4512      elimin                     32
4513      elit                       7
4514      elizabeth                  7
4515      ellen                      5
4516      elli                       2
4517      elliot                     2
4518      ellips                     2
4519      ellipt                     1
4520      ellwood                    1
4521      eln-handcount              1
4522      eln-leg                    1
4523      eln-militari               1
4524      eln-rdp                    1
4525      elong                      1
4526      els                        34
4527      elsewher                   55
4528      elton                      1
4529      elud                       12
4530      elus                       4
4531      em                         2
4532      eman                       1
4533      emanuel                    1
4534      embargo                    31
4535      embark                     4
4536      embarrass                  10
4537      embassi                    118
4538      embattl                    9
4539      embed                      1
4540      embellish                  1
4541      emblemat                   1
4542      embrac                     20
4543      embroil                    1
4544      emerg                      109
4545      emerson                    2
4546      emigr                      7
4547      emil                       5
4548      emili                      2
4549      emilio                     2
4550      emin                       2
4551      emir                       7
4552      emiss                      1
4553      emissari                   1
4554      emit                       1
4555      emkne                      1
4556      emmanuel                   3
4557      emot                       47
4558      empathet                   1
4559      empathi                    1
4560      emperor                    4
4561      emphas                     9
4562      emphasi                    7
4563      emphat                     5
4564      empir                      6
4565      employ                     19
4566      employe                    50
4567      empow                      2
4568      empti                      14
4569      emul                       3
4570      en                         32
4571      enabl                      10
4572      enact                      4
4573      encircl                    1
4574      enclos                     1
4575      encor                      1
4576      encount                    15
4577      encourag                   33
4578      end                        268
4579      end-dat                    2
4580      end-of-the-year            2
4581      endang                     5
4582      endear                     1
4583      endeavor                   3
4584      endem                      1
4585      endors                     12
4586      endur                      18
4587      enemi                      46
4588      energ                      3
4589      energet                    1
4590      energi                     29
4591      enforc                     44
4592      engag                      25
4593      engend                     2
4594      engin                      50
4595      engine-room                2
4596      engineerman                1
4597      engineman                  1
4598      england                    2
4599      english                    13
4600      english-deriv              1
4601      english-languag            3
4602      english-speak              4
4603      engrav                     1
4604      engulf                     7
4605      enhanc                     5
4606      enigmat                    1
4607      enjoin                     1
4608      enjoy                      19
4609      enlarg                     4
4610      enlist                     12
4611      enmesh                     1
4612      enmiti                     2
4613      enorm                      27
4614      enough                     136
4615      enqvist                    1
4616      enrag                      2
4617      enrich                     1
4618      ensembl                    2
4619      ensign                     4
4620      ensnar                     2
4621      ensu                       9
4622      ensul                      1
4623      ensur                      34
4624      entail                     1
4625      entangl                    1
4626      enter                      64
4627      enterpris                  4
4628      entertain                  5
4629      enthusiasm                 8
4630      enthusiast                 7
4631      entic                      4
4632      entir                      44
4633      entireti                   1
4634      entiti                     2
4635      entitl                     6
4636      entomb                     4
4637      entourag                   3
4638      entranc                    7
4639      entrench                   2
4640      entrepreneur               2
4641      entrepreneuri              2
4642      entrepreneurship           5
4643      entri                      3
4644      entrust                    1
4645      envelop                    1
4646      envi                       1
4647      environ                    8
4648      environment                11
4649      environmentalist           3
4650      envis                      2
4651      envisag                    1
4652      envoy                      7
4653      epa                        1
4654      epic                       2
4655      epicent                    31
4656      epidem                     2
4657      epiphani                   1
4658      episcop                    3
4659      episod                     2
4660      equal                      20
4661      equanim                    1
4662      equip                      88
4663      equival                    12
4664      er                         2
4665      era                        43
4666      eras                       11
4667      erect                      7
4668      erena                      1
4669      eri                        3
4670      eric                       6
4671      erinson                    1
4672      erlang                     1
4673      ernesto                    4
4674      erni                       4
4675      erod                       8
4676      eros                       4
4677      err-r-r                    1
4678      errand                     1
4679      errat                      8
4680      erron                      3
4681      error                      47
4682      error-pron                 1
4683      erupt                      18
4684      es                         5
4685      esam                       1
4686      escal                      9
4687      escap                      85
4688      escape                     28
4689      escort                     10
4690      escud                      3
4691      especi                     74
4692      espehello                  1
4693      espi                       6
4694      espionag                   34
4695      espitia                    1
4696      espo                       1
4697      espous                     1
4698      essay                      3
4699      essenc                     3
4700      essenti                    16
4701      est                        1
4702      establish                  49
4703      estat                      18
4704      estim                      63
4705      estrada                    1
4706      estrang                    1
4707      et                         3
4708      etar                       1
4709      etat                       7
4710      etcetera                   1
4711      ethan                      2
4712      ethic                      7
4713      ethiopia                   1
4714      ethnic                     34
4715      ethnocentr                 2
4716      etoge                      1
4717      eu                         7
4718      eu-                        1
4719      eucom                      1
4720      eugen                      4
4721      eulog                      3
4722      euphor                     1
4723      euphoria                   6
4724      europ                      50
4725      european                   52
4726      evacu                      24
4727      evad                       7
4728      evalu                      11
4729      evan                       5
4730      evanel                     1
4731      evapor                     3
4732      evas                       14
4733      eve                        62
4734      evelyn                     2
4735      even                       311
4736      even-hand                  3
4737      evenh                      1
4738      evenhand                   1
4739      evenli                     5
4740      event                      85
4741      eventu                     45
4742      ever                       106
4743      ever-shrink                2
4744      ever-worsen                1
4745      everett                    1
4746      everi                      92
4747      eversinc                   1
4748      evert                      11
4749      everybodi                  20
4750      everyday                   10
4751      everyon                    57
4752      everyth                    77
4753      everywher                  18
4754      evi                        4
4755      evict                      2
4756      evid                       130
4757      evidenc                    1
4758      evidence-gath              1
4759      evil                       2
4760      evoc                       1
4761      evok                       1
4762      evolut                     3
4763      ewe                        4
4764      ex                         1
4765      ex-cabinet                 1
4766      ex-cia                     2
4767      ex-hous                    1
4768      ex-husband                 3
4769      ex-intellig                7
4770      ex-intern                  1
4771      ex-lead                    1
4772      ex-new                     3
4773      ex-possess                 2
4774      ex-presid                  7
4775      ex-saudi                   1
4776      ex-spi                     12
4777      ex-wif                     9
4778      exacerb                    1
4779      exact                      8
4780      exactli                    37
4781      exagger                    4
4782      exalt                      1
4783      exam                       4
4784      examin                     47
4785      exampl                     40
4786      exasper                    2
4787      excav                      12
4788      exceed                     5
4789      exceedingli                1
4790      excel                      5
4791      except                     27
4792      excerpt                    5
4793      excess                     2
4794      exchang                    23
4795      excit                      9
4796      exclaim                    1
4797      exclam                     2
4798      exclud                     20
4799      exclus                     20
4800      exclusion                  2
4801      exclusionari               1
4802      excruci                    1
4803      excus                      7
4804      execut                     71
4805      exemplari                  1
4806      exemplifi                  1
4807      exempt                     2
4808      exercis                    22
4809      exhaust                    26
4810      exhibit                    3
4811      exhilar                    1
4812      exhort                     2
4813      exil                       41
4814      exist                      20
4815      exit                       25
4816      exocet                     1
4817      exodu                      3
4818      exoner                     1
4819      expand                     18
4820      expans                     5
4821      expatri                    3
4822      expect                     187
4823      expectantli                1
4824      expedi                     2
4825      expedit                    4
4826      expel                      5
4827      expenditur                 2
4828      expens                     21
4829      experi                     46
4830      experienc                  8
4831      expert                     118
4832      expertis                   8
4833      expir                      9
4834      explain                    35
4835      explan                     13
4836      explicit                   4
4837      explicitli                 6
4838      explod                     43
4839      exploit                    7
4840      explor                     13
4841      explos                     222
4842      explosives-laden           3
4843      explosives-pack            1
4844      export                     19
4845      export-import              1
4846      expos                      8
4847      express                    74
4848      express-new                1
4849      expuls                     1
4850      exquisit                   1
4851      extend                     38
4852      extens                     34
4853      extent                     27
4854      exterior                   3
4855      extern                     14
4856      extinct                    2
4857      extinguish                 2
4858      extol                      2
4859      extort                     4
4860      extra                      20
4861      extra-leg                  1
4862      extract                    6
4863      extradit                   33
4864      extraordinari              12
4865      extraordinarili            2
4866      extravag                   2
4867      extrem                     21
4868      extremist                  17
4869      extric                     2
4870      exuber                     1
4871      exud                       1
4872      exult                      1
4873      eyadema                    1
4874      eyal                       1
4875      eye                        61
4876      eyebal                     1
4877      eyelid                     1
4878      eyesburn                   1
4879      eyewit                     10
4880      eyewitnesss                1
4881      f                          19
4882      f-105                      5
4883      f-105d                     1
4884      f-22                       1
4885      fa                         1
4886      faa                        1
4887      fabiani                    1
4888      fabric                     5
4889      facad                      4
4890      face                       179
4891      face-off                   2
4892      face-to-fac                1
4893      facial                     1
4894      facil                      45
4895      facilit                    4
4896      fact                       108
4897      fact-find                  1
4898      factbook                   4
4899      faction                    13
4900      facto                      2
4901      factor                     23
4902      factori                    20
4903      factual                    1
4904      fade                       23
4905      fadeyev                    1
4906      fagan                      1
4907      fahrenheit                 1
4908      fail                       115
4909      failur                     16
4910      faint                      6
4911      faintli                    1
4912      fair                       45
4913      fair-skin                  1
4914      fairfax                    1
4915      fairleigh                  1
4916      fairli                     16
4917      faisal                     1
4918      faith                      8
4919      faith-bas                  1
4920      faithless                  1
4921      fake                       10
4922      fall                       68
4923      fallen                     27
4924      fallout                    1
4925      faln                       1
4926      fals                       30
4927      falsif                     1
4928      falsifi                    5
4929      falter                     4
4930      fame                       6
4931      famili                     213
4932      familiar                   17
4933      famou                      4
4934      fan                        10
4935      fanci                      1
4936      fanfar                     2
4937      far                        178
4938      far-flung                  3
4939      faraway                    3
4940      farc                       2
4941      fare                       1
4942      farera                     1
4943      farewel                    16
4944      farid                      1
4945      farina                     3
4946      farinella                  1
4947      farm                       9
4948      farmer                     8
4949      farmington                 1
4950      farrier                    1
4951      farther                    2
4952      farthest                   2
4953      fascin                     5
4954      fascist                    3
4955      fashion                    7
4956      faso                       8
4957      fast                       22
4958      fast-fad                   1
4959      fast-food                  1
4960      faster                     11
4961      fastest                    2
4962      fat                        2
4963      fatal                      8
4964      fatalist                   1
4965      fate                       32
4966      father                     76
4967      father-in-law              1
4968      fatherless                 1
4969      fatigu                     7
4970      fatwa                      1
4971      fault                      20
4972      faulti                     1
4973      favor                      49
4974      favorit                    14
4975      faw                        1
4976      fax                        14
4977      fay                        1
4978      fayettevil                 1
4979      fbi                        113
4980      fbi-l                      1
4981      fbi-yemeni                 1
4982      fda                        1
4983      fear                       108
4984      fear-mong                  1
4985      fearless                   4
4986      feasibl                    4
4987      feast                      1
4988      feat                       8
4989      featur                     19
4990      feb                        2
4991      februari                   3
4992      fed                        15
4993      feder                      138
4994      federalist                 1
4995      federico                   11
4996      fee                        5
4997      feed                       14
4998      feel                       118
4999      feet                       61
5000      fehn                       2
5001      feign                      1
5002      feingold                   1
5003      feinstein                  3
5004      felix                      9
5005      fell                       66
5006      fellow                     38
5007      fellow-stud                1
5008      felon                      4
5009      feloni                     13
5010      felt                       80
5011      femal                      13
5012      feminist                   1
5013      fenc                       6
5014      fend                       2
5015      ferdinand                  1
5016      ferment                    1
5017      fernand                    5
5018      fernandez                  1
5019      fernando                   5
5020      feroci                     1
5021      ferraro                    1
5022      ferreira                   3
5023      ferrer                     1
5024      ferrero                    12
5025      ferret                     2
5026      ferri                      4
5027      fertil                     3
5028      fervor                     5
5029      fest                       1
5030      festiv                     8
5031      fetch                      1
5032      fever                      6
5033      feverish                   1
5034      fewer                      17
5035      fewest                     1
5036      fh                         1
5037      fhimah                     1
5038      fiance                     1
5039      fiberglass                 9
5040      fiction                    2
5041      fictiti                    3
5042      fidel                      5
5043      fidelia                    2
5044      fidget                     2
5045      fie                        1
5046      fiefdom                    2
5047      field                      49
5048      fierc                      16
5049      fieri                      3
5050      fierrera                   1
5051      fife                       2
5052      fifteen                    3
5053      fifteenth                  1
5054      fifth                      34
5055      fifth-seed                 2
5056      fifth-set                  1
5057      fifti                      1
5058      fifty-thre                 1
5059      fight                      76
5060      fighter                    14
5061      figur                      93
5062      fijimori                   1
5063      file                       40
5064      filipov                    1
5065      fill                       60
5066      fillmor                    1
5067      film                       8
5068      filter                     1
5069      filth                      1
5070      final                      198
5071      final-hour                 1
5072      finalist                   5
5073      financ                     40
5074      financi                    63
5075      find                       214
5076      fine                       43
5077      finest                     5
5078      finger                     10
5079      finger-point               3
5080      fingerprint                5
5081      fingertip                  1
5082      finish                     57
5083      finit                      2
5084      fink                       3
5085      finland                    2
5086      finsburi                   1
5087      fir                        4
5088      fire                       124
5089      fire-breath                1
5090      firearm                    12
5091      firebal                    1
5092      firebomb                   1
5093      firecrack                  2
5094      firefight                  6
5095      fireman                    4
5096      firepow                    2
5097      firerescu                  1
5098      fireston                   1
5099      firestorm                  1
5100      firework                   5
5101      firm                       32
5102      firmer                     1
5103      firmli                     11
5104      first                      433
5105      first-class                1
5106      first-degre                1
5107      first-hand                 1
5108      first-round                16
5109      first-set                  4
5110      first-term                 2
5111      first-tim                  2
5112      firstli                    1
5113      fiscal                     3
5114      fischer                    2
5115      fish                       10
5116      fisheri                    1
5117      fisherman                  2
5118      fishermen                  5
5119      fissur                     1
5120      fist                       7
5121      fit                        27
5122      fitcher                    1
5123      fitter                     1
5124      fittingli                  1
5125      fitzgerald                 7
5126      five                       182
5127      five-candid                10
5128      five-day                   4
5129      five-inch                  1
5130      five-memb                  3
5131      five-minut                 2
5132      five-set                   6
5133      five-sett                  2
5134      five-stori                 3
5135      five-term                  4
5136      five-tim                   1
5137      five-vot                   1
5138      five-week                  3
5139      five-year                  24
5140      five-year-old              1
5141      fix                        15
5142      fizzl                      1
5143      fl                         1
5144      fla                        16
5145      flabbergast                1
5146      flag                       36
5147      flag-drap                  6
5148      flag-wav                   4
5149      flagrant                   2
5150      flair                      2
5151      flak                       1
5152      flake                      3
5153      flaku                      3
5154      flame                      9
5155      flank                      6
5156      flare                      2
5157      flare-up                   1
5158      flash                      3
5159      flashbulb                  1
5160      flashlight                 1
5161      flashpoint                 3
5162      flat                       11
5163      flat-foot                  1
5164      flat-out                   1
5165      flatb                      1
5166      flatli                     1
5167      flatten                    23
5168      flatter                    1
5169      flatwar                    1
5170      flaw                       15
5171      flawless                   2
5172      flawlessli                 1
5173      flea                       1
5174      fled                       72
5175      fledgl                     2
5176      flee                       36
5177      fleet                      72
5178      fleischer                  1
5179      flesh                      2
5180      fletchal                   1
5181      fletcher                   4
5182      flew                       33
5183      flex                       1
5184      flexibl                    2
5185      flfing                     1
5186      fli                        49
5187      flier                      1
5188      flight                     49
5189      flimsi                     1
5190      fling                      1
5191      flint                      1
5192      flintoff                   2
5193      flip                       3
5194      flip-flop                  4
5195      float                      15
5196      floater                    1
5197      flood                      36
5198      flood-control              2
5199      floodlight                 1
5200      floodlit                   2
5201      floor                      37
5202      flore                      15
5203      floresc                    1
5204      florez                     2
5205      florida                    42
5206      florist                    1
5207      floss                      1
5208      flotilla                   12
5209      flour                      2
5210      flourish                   3
5211      flow                       10
5212      flower                     8
5213      flown                      44
5214      floyd                      2
5215      fluctuat                   1
5216      fluid                      2
5217      flung                      5
5218      fluorid                    1
5219      flurri                     4
5220      flush                      1
5221      fluster                    2
5222      fluti                      1
5223      flux                       1
5224      fly-around                 1
5225      focu                       44
5226      focus                      45
5227      focus-group                1
5228      focuss                     2
5229      foe                        16
5230      fofana                     2
5231      fog                        11
5232      foggi                      4
5233      foil                       6
5234      fold                       3
5235      foley                      2
5236      folk                       7
5237      folklor                    1
5238      follow                     216
5239      follow-up                  1
5240      followup                   1
5241      foment                     3
5242      fond                       2
5243      font                       1
5244      food                       59
5245      fool                       2
5246      foolish                    1
5247      foot                       43
5248      footag                     3
5249      footbal                    9
5250      football-s                 1
5251      foothil                    6
5252      foothold                   6
5253      footnot                    1
5254      footprint                  1
5255      footstep                   1
5256      footwear                   1
5257      footwork                   1
5258      for-profit                 1
5259      forag                      4
5260      foray                      3
5261      forb                       3
5262      forbid                     1
5263      forbidden                  2
5264      forc                       365
5265      force-six                  1
5266      forcep                     1
5267      forcibl                    2
5268      ford                       11
5269      fore                       2
5270      forebod                    1
5271      forecast                   8
5272      foreclos                   1
5273      forefront                  2
5274      forehand                   15
5275      forehead                   2
5276      foreign                    191
5277      foremost                   3
5278      forens                     21
5279      forerunn                   2
5280      forese                     3
5281      foreseen                   1
5282      forest                     9
5283      foretast                   1
5284      forev                      9
5285      foreword                   1
5286      forg                       4
5287      forgav                     1
5288      forgeri                    1
5289      forget                     12
5290      forgiv                     7
5291      forgiven                   1
5292      forgot                     1
5293      forgotten                  5
5294      fork                       2
5295      form                       95
5296      formal                     42
5297      format                     9
5298      former                     268
5299      formerli                   9
5300      formid                     2
5301      formul                     1
5302      formula                    3
5303      fornl                      1
5304      forsak                     1
5305      fort                       11
5306      forth                      4
5307      forti                      4
5308      fortifi                    2
5309      fortitud                   1
5310      fortnight                  1
5311      fortress                   1
5312      fortun                     16
5313      forty-seven                1
5314      forum                      15
5315      forward                    57
5316      foster                     4
5317      fought                     45
5318      foul-smel                  1
5319      found                      234
5320      foundat                    8
5321      founder                    10
5322      fountain                   1
5323      four                       240
5324      four-block                 1
5325      four-day                   4
5326      four-hour                  3
5327      four-inch                  2
5328      four-minut                 1
5329      four-person                1
5330      four-point                 1
5331      four-star                  4
5332      four-stori                 5
5333      four-term                  2
5334      four-tim                   10
5335      four-wheel                 1
5336      four-wheel-dr              7
5337      four-year                  7
5338      fourth                     53
5339      fourth-floor               1
5340      fourth-round               5
5341      fourth-seed                1
5342      fox                        7
5343      foyer                      2
5344      fpi                        2
5345      fpt                        1
5346      fr                         1
5347      fraction                   7
5348      fractiou                   2
5349      fractur                    9
5350      fragil                     7
5351      fragment                   9
5352      fraim                      1
5353      frame                      5
5354      framework                  2
5355      franc                      34
5356      france-press               1
5357      franchis                   1
5358      franci                     6
5359      franciscan                 2
5360      francisco                  37
5361      francoi                    1
5362      franjo                     3
5363      frank                      28
5364      frankfurt                  9
5365      frankli                    8
5366      frantic                    20
5367      fraser                     1
5368      frasur                     1
5369      fraud                      68
5370      fraudul                    5
5371      fraught                    3
5372      fray                       4
5373      frazier                    2
5374      fred                       2
5375      freder                     1
5376      fredericqu                 1
5377      frederik                   1
5378      free                       113
5379      free-for-al                1
5380      free-lanc                  1
5381      free-market                2
5382      freed                      22
5383      freedom                    40
5384      freedom-lov                1
5385      freeh                      25
5386      freeli                     14
5387      freelli                    1
5388      freepelti                  2
5389      freer                      2
5390      freewheel                  1
5391      freez                      2
5392      freight                    2
5393      fremd                      5
5394      fremont                    2
5395      french                     64
5396      french-built               2
5397      french-mad                 1
5398      french-speak               1
5399      french-train               1
5400      frenchman                  8
5401      frenchmen                  1
5402      frenchwoman                2
5403      frenzi                     3
5404      frequent                   28
5405      fresh                      18
5406      fresher                    1
5407      freshman                   5
5408      freshmen                   1
5409      fresno                     1
5410      fri                        1
5411      friction                   1
5412      friday                     216
5413      friend                     80
5414      friendli                   18
5415      friendship                 6
5416      frigat                     10
5417      frighten                   21
5418      frigid                     1
5419      frist                      2
5420      frond                      1
5421      front                      77
5422      front-end                  5
5423      front-man                  1
5424      front-pag                  2
5425      front-run                  2
5426      front-runn                 1
5427      frontier                   1
5428      frontlin                   1
5429      frown                      1
5430      froze                      7
5431      frozen                     4
5432      fruit                      7
5433      fruition                   1
5434      fruitless                  1
5435      frustrat                   40
