t_index   term                     df
1366      anti-milosev               25
1367      anti-missil                1
1368      anti-northern              1
1369      anti-radar                 1
1370      anti-ship                  2
1371      anti-soviet                1
1372      anti-submarin              1
1373      anti-terror                6
1374      anti-terrorist             9
1375      anti-u                     11
1376      anti-war                   8
1377      anti-western               6
1378      antiballist                1
1379      antibiot                   5
1380      anticip                    19
1381      anticlimact                1
1382      antonia                    7
1383      antonin                    1
1384      antonio                    29
1385      anwar                      4
1386      anxieti                    3
1387      anxiou                     12
1388      anxious                    2
1389      anybodi                    18
1390      anymor                     11
1391      anyon                      60
1392      anyth                      120
1393      anytim                     4
1394      anyway                     14
1395      anywher                    18
1396      aon                        1
1397      ap                         22
1398      apart                      108
1399      ape                        1
1400      apec                       6
1401      apex                       1
1402      apolit                     1
1403      apolog                     25
1404      appal                      1
1405      appallingli                1
1406      appar                      236
1407      apparatu                   8
1408      appeal                     119
1409      appear                     270
1410      appel                      1
1411      appetit                    2
1412      appl                       4
1413      applaud                    10
1414      applaus                    9
1415      apple-pick                 1
1416      appleton                   3
1417      appli                      18
1418      applic                     37
1419      appoint                    98
1420      appointe                   3
1421      apprais                    3
1422      appreci                    18
1423      apprehend                  8
1424      apprehens                  2
1425      apprentic                  4
1426      appris                     1
1427      approach                   67
1428      appropri                   20
1429      approv                     28
1430      approxim                   12
1431      april                      87
1432      aprista                    4
1433      apron                      1
1434      aquil                      2
1435      ar                         14
1436      ar-15                      1
1437      arab                       125
1438      arab-american              4
1439      arab-languag               3
1440      arab-look                  1
1441      arab-speak                 1
1442      arabi                      3
1443      arabia                     126
1444      arabian                    58
1445      arabian-born               1
1446      arafat                     33
1447      arantxa                    3
1448      arazi                      8
1449      arbadi                     1
1450      arbit                      1
1451      arbitrari                  2
1452      arbitrarili                1
1453      arc                        1
1454      arch                       2
1455      archaeolog                 2
1456      archbishop                 5
1457      archer                     3
1458      archeri                    4
1459      archetyp                   1
1460      archi                      6
1461      archibald                  1
1462      architect                  7
1463      architectur                5
1464      arctic                     6
1465      ardent                     4
1466      arduou                     1
1467      are                        2
1468      area                       298
1469      aren                       18
1470      arena                      25
1471      aretz                      1
1472      argentin                   1
1473      argentina                  10
1474      argu                       52
1475      arguabl                    2
1476      argument                   22
1477      ari                        1
1478      arid                       5
1479      arif                       1
1480      arisen                     1
1481      arithmet                   1
1482      aritomi                    4
1483      ariz                       7
1484      arizona                    7
1485      ark                        9
1486      arkadelphia                1
1487      arkan                      1
1488      arkansa                    47
1489      arkansas-bas               1
1490      arkin                      2
1491      arleigh                    2
1492      arleigh-burke-class        1
1493      arlen                      2
1494      arlington                  9
1495      arm                        180
1496      armament                   2
1497      armbrist                   4
1498      armenia                    2
1499      armey                      1
1500      armi                       202
1501      armitag                    1
1502      armor                      17
1503      armori                     3
1504      arn                        5
1505      arnaud                     18
1506      arni                       1
1507      arno                       1
1508      arnold                     3
1509      arnot                      1
1510      aros                       5
1511      around                     263
1512      arous                      1
1513      arraign                    2
1514      arrang                     43
1515      array                      5
1516      arrear                     1
1517      arrest                     185
1518      arriv                      265
1519      arrog                      5
1520      arrow                      4
1521      arsen                      10
1522      arseni                     1
1523      arsonist                   1
1524      art                        10
1525      arthriti                   1
1526      arthur                     4
1527      articl                     8
1528      articul                    1
1529      artifact                   1
1530      artifici                   4
1531      artist                     5
1532      artudo                     1
1533      arturo                     6
1534      aruba                      2
1535      aryapov                    1
1536      asa                        1
1537      asahi                      1
1538      ascend                     2
1539      ascrib                     4
1540      asean                      1
1541      ash                        4
1542      ash-shaab                  1
1543      asham                      1
1544      ashcroft                   200
1545      ashkroft                   1
1546      ashok                      1
1547      ashor                      2
1548      ashraf                     1
1549      ashtray                    1
1550      asia                       28
1551      asia-pacif                 16
1552      asian                      16
1553      asid                       32
1554      ask                        256
1555      aspect                     11
1556      aspir                      2
1557      assad                      2
1558      assail                     4
1559      assam                      6
1560      assassin                   22
1561      assault                    43
1562      assembl                    19
1563      assembly-for-export        1
1564      assert                     23
1565      assess                     58
1566      asset                      13
1567      assign                     31
1568      assist                     88
1569      assisted-suicid            1
1570      associ                     137
1571      associate-turned-inform    3
1572      assort                     1
1573      assum                      49
1574      assumpt                    7
1575      assur                      38
1576      assuredli                  2
1577      astakhov                   38
1578      asterisk                   2
1579      astonish                   7
1580      astound                    2
1581      astronom                   1
1582      astut                      1
1583      asylum                     42
1584      asymmetr                   3
1585      at-sea                     3
1586      atal                       15
1587      atck                       2
1588      ate                        4
1589      atf                        2
1590      atfein                     1
1591      ath                        1
1592      athal                      1
1593      athlet                     4
1594      atlant                     18
1595      atlanta                    10
1596      atmat                      1
1597      atmospher                  10
1598      atom                       4
1599      atop                       15
1600      atp                        3
1601      atroc                      12
1602      atrophi                    1
1603      attach                     16
1604      attack                     893
1605      attain                     1
1606      attempt                    130
1607      attend                     81
1608      attent                     73
1609      attest                     3
1610      attitud                    12
1611      attorney                   82
1612      attract                    16
1613      attribut                   12
1614      attrit                     1
1615      atwan                      1
1616      aubrey                     20
1617      aubri                      5
1618      audienc                    18
1619      audio                      5
1620      audiotap                   1
1621      auditor                    5
1622      auditorium                 1
1623      aug                        38
1624      augment                    1
1625      august                     35
1626      aunt                       3
1627      aur                        6
1628      aura                       1
1629      aurora                     4
1630      ausi                       1
1631      aussi                      10
1632      auster                     2
1633      austin                     22
1634      australia                  33
1635      australian                 177
1636      austria                    4
1637      austrian                   1
1638      austro-hungarian           1
1639      authent                    2
1640      author                     394
1641      authoritarian              29
1642      auto                       1
1643      autocrat                   36
1644      autograph                  2
1645      autom                      1
1646      automat                    18
1647      automobil                  5
1648      autonom                    1
1649      autonomi                   3
1650      autopilot                  1
1651      autopsi                    1
1652      autumn                     2
1653      avail                      47
1654      avala                      1
1655      avalanch                   1
1656      ave                        1
1657      aveng                      7
1658      avent                      1
1659      avenu                      8
1660      averag                     14
1661      avert                      6
1662      aviat                      3
1663      aviv                       7
1664      avner                      2
1665      avoid                      72
1666      avow                       1
1667      aw                         12
1668      awad                       2
1669      await                      29
1670      awaken                     2
1671      awar                       19
1672      award                      10
1673      away                       207
1674      awe                        3
1675      awe-struck                 1
1676      aweigh                     1
1677      awkward                    4
1678      awn                        4
1679      awok                       1
1680      axam                       1
1681      axe                        1
1682      ay                         2
1683      ayatollah                  1
1684      aykroyd                    1
1685      ayman                      5
1686      aynaoui                    2
1687      ayr                        1
1688      ayyam                      2
1689      az                         1
1690      aziz                       1
1691      azul                       1
1692      azulay                     3
1693      b                          23
1694      b-292                      1
1695      b-52                       1
1696      b10202000                  1
1697      b2-92                      1
1698      b92                        4
1699      ba                         2
1700      babenko                    4
1701      babi                       22
1702      babkin                     25
1703      baboa                      2
1704      back                       559
1705      back-and-forth             1
1706      back-to-back               5
1707      backa                      1
1708      backbo                     2
1709      backcourt                  1
1710      backdrop                   4
1711      backer                     23
1712      backfir                    5
1713      background                 5
1714      backhand                   20
1715      backho                     1
1716      backlash                   3
1717      backstop                   2
1718      backup                     2
1719      backward                   3
1720      backyard                   1
1721      bacon                      41
1722      bad                        42
1723      badg                       3
1724      badli                      41
1725      badrasen                   6
1726      baffl                      2
1727      bag                        14
1728      bagad                      1
1729      baggag                     2
1730      baghbel                    1
1731      baghdad                    3
1732      bahg-bo                    5
1733      bahrain                    51
1734      bahrain-bas                3
1735      bai                        1
1736      baijubahi                  2
1737      bail                       4
1738      bailey                     8
1739      baird                      2
1740      bairnt                     1
1741      bakarec                    3
1742      bake                       2
1743      baken                      4
1744      baker                      7
1745      bakhshish                  1
1746      bakri                      8
1747      balanc                     22
1748      balawat                    2
1749      balcacer                   2
1750      balconi                    11
1751      bald                       1
1752      balint-kurti               1
1753      balk                       4
1754      balkan                     45
1755      ball                       40
1756      ball-strik                 1
1757      ballard                    2
1758      ballast                    3
1759      ballena                    1
1760      ballist                    1
1761      ballo                      1
1762      balloon                    3
1763      ballot                     109
1764      ballroom                   2
1765      balonia                    1
1766      balsamo                    1
1767      baltimor                   7
1768      baltin                     2
1769      bamba                      6
1770      bambi                      2
1771      bamboo                     2
1772      bamboo-support             2
1773      bament                     1
1774      ban                        31
1775      banco                      1
1776      band                       21
1777      bandag                     18
1778      bandanna                   3
1779      bandit                     1
1780      bang                       7
1781      bangalor                   1
1782      bangaru                    3
1783      bangladesh                 8
1784      bank                       95
1785      bank-fraud                 1
1786      banker                     10
1787      bankrupt                   6
1788      bankruptci                 6
1789      banner                     9
1790      bannon                     1
1791      banquet                    1
1792      baptist                    5
1793      bar                        66
1794      barak                      14
1795      barb                       4
1796      barbar                     2
1797      barbara                    28
1798      barber                     1
1799      barbershop                 1
1800      barcelona                  1
1801      bare                       50
1802      barefacedli                1
1803      barent                     47
1804      barg                       4
1805      bargain                    13
1806      bari                       1
1807      bark                       1
1808      barkina                    4
1809      barkolla                   1
1810      barkova                    5
1811      barna                      4
1812      barney                     1
1813      barnstorm                  1
1814      barot                      1
1815      barov                      1
1816      barr                       1
1817      barrack                    36
1818      barrag                     2
1819      barrel                     2
1820      barrera                    4
1821      barri                      1
1822      barricad                   23
1823      barrier                    16
1824      bartlett                   2
1825      barua                      8
1826      base                       254
1827      base-erod                  1
1828      basebal                    9
1829      baseball-styl              1
1830      baselin                    20
1831      baseline-bound             1
1832      basement                   1
1833      basher                     1
1834      bashraheel                 1
1835      bashrahel                  1
1836      basi                       16
1837      basic                      52
1838      basilica                   1
1839      bask                       2
1840      basket                     3
1841      basketbal                  1
1842      basset                     1
1843      bassiouni                  1
1844      bastion                    6
1845      batch                      1
1846      bath                       8
1847      bathroom                   3
1848      bathtub                    2
1849      batic                      2
1850      baton                      4
1851      battalion                  3
1852      batten                     1
1853      batter                     8
1854      batteri                    1
1855      battery-oper               1
1856      battl                      90
1857      battle-harden              2
1858      battlefield                4
1859      battleground               9
1860      bauman                     7
1861      bautista                   1
1862      bavaria                    1
1863      bay                        8
1864      bazaar                     1
1865      bbc                        39
1866      be                         1
1867      beach                      17
1868      beachfront                 1
1869      bead                       1
1870      beal                       2
1871      beam                       15
1872      bean                       3
1873      bear                       26
1874      beard                      19
1875      bearer                     2
1876      beat                       196
1877      beaten                     35
1878      beater                     3
1879      beaumont-bas               1
1880      beauti                     6
1881      beaver                     2
1882      becam                      122
1883      becausec                   1
1884      beci                       2
1885      becker                     2
1886      becom                      144
1887      bed                        36
1888      bedanova                   3
1889      bedi                       34
1890      bedouin                    1
1891      bedroom                    6
1892      bedsheet                   1
1893      beef                       6
1894      beer                       2
1895      befit                      1
1896      befriend                   1
1897      befuddl                    1
1898      beg                        4
1899      began                      216
1900      beggar                     1
1901      begin                      176
1902      begun                      35
1903      behalf                     9
1904      behan                      1
1905      behari                     3
1906      behav                      9
1907      behavior                   10
1908      behind                     190
1909      behind-the-scen            2
1910      beholden                   3
1911      beij                       4
1912      beirut                     10
1913      bekki                      3
1914      belaru                     1
1915      belch                      1
1916      beleagu                    3
1917      belgian                    8
1918      belgium                    7
1919      belgrad                    336
1920      beli                       1
1921      belida                     6
1922      belief                     19
1923      believ                     445
1924      belittl                    1
1925      bell                       4
1926      belliger                   1
1927      belong                     35
1928      belov                      5
1929      belt                       8
1930      bema                       2
1931      bemoan                     1
1932      ben                        8
1933      bench                      6
1934      benchmark                  1
1935      bend                       2
1936      beneath                    34
1937      benefactor                 2
1938      benefici                   1
1939      beneficiari                2
1940      benefit                    20
1941      benevol                    7
1942      benign                     1
1943      benin                      8
1944      benito                     1
1945      benjamin                   2
1946      bennett                    1
1947      benni                      2
1948      bent                       13
1949      benton                     1
1950      bequeath                   1
1951      berat                      1
1952      bere                       1
1953      beresich                   3
1954      beretta                    1
1955      bergen                     1
1956      berger                     52
1957      berlin                     9
1958      bernstein                  2
1959      bershard                   1
1960      bershevski                 1
1961      berth                      2
1962      beschloss                  1
1963      beset                      2
1964      besid                      29
1965      besieg                     4
1966      bespectacl                 2
1967      best                       128
1968      best-equip                 1
1969      best-kept                  1
1970      best-known                 6
1971      bet                        4
1972      beta                       16
1973      beta-jon                   2
1974      beth                       1
1975      betray                     4
1976      betrisia                   1
1977      better                     167
1978      better-train               1
1979      bevan                      8
1980      beveneari                  1
1981      bewild                     1
1982      beyond                     41
1983      bhaba                      2
1984      bhachau                    4
1985      bhagat                     2
1986      bhakta                     7
1987      bharatiya                  3
1988      bharpi                     3
1989      bhaskar                    5
1990      bhat                       2
1991      bhatt                      1
1992      bhavesh                    3
1993      bhowmik                    1
1994      bhug                       1
1995      bhuj                       114
1996      bia                        1
1997      biafran                    2
1998      biarritz                   3
1999      bias                       9
2000      bibl                       6
2001      bible-read                 1
2002      biblic                     1
2003      bicker                     3
2004      bicycl                     5
2005      bid                        55
2006      bidanora                   1
2007      big                        91
2008      big-citi                   1
2009      big-ticket                 1
2010      bigger                     8
2011      biggest                    43
2012      bigot                      2
2013      bihari                     12
2014      bilater                    11
2015      bilingu                    1
2016      bill                       118
2017      billboard                  2
2018      billet                     1
2019      billi                      7
2020      billion                    64
2021      billion-dollar             5
2022      billionair                 10
2023      billow                     15
2024      biltera                    1
2025      bimal                      2
2026      bin                        285
2027      bin-laden                  1
2028      bind                       5
2029      bindra                     5
2030      bingaman                   2
2031      bingo                      1
2032      binocular                  5
2033      bio                        1
2034      biogeneticist              1
2035      biograph                   3
2036      biographi                  4
2037      biolog                     4
2038      bion                       1
2039      bipartisan                 2
2040      bipartisanship             1
2041      bird                       9
2042      birger                     1
2043      birth                      9
2044      birthday                   8
2045      birthmark                  1
2046      birthplac                  1
2047      biscuit                    3
2048      bishop                     3
2049      bit                        52
2050      bite                       2
2051      bitka                      1
2052      bitten                     1
2053      bitter                     20
2054      bitterli                   10
2055      bittersweet                2
2056      biw                        1
2057      bizarr                     10
2058      bjorn                      1
2059      black                      67
2060      black-clad                 1
2061      black-rob                  3
2062      black-ti                   2
2063      blacken                    4
2064      blackmail                  5
2065      blackout                   4
2066      blade                      2
2067      blair                      18
2068      blakemor                   2
2069      blame                      62
2070      blanchard                  1
2071      blanco                     17
2072      bland                      1
2073      blanda                     2
2074      blank                      2
2075      blanket                    44
2076      blankli                    2
2077      blare                      1
2078      blast                      220
2079      blatant                    2
2080      blaze                      6
2081      bleach                     1
2082      bleach-blond               1
2083      bleacher                   1
2084      bleak                      1
2085      bled                       1
2086      bleed                      3
2087      blemish                    1
2088      blend                      4
2089      bless                      10
2090      blew                       43
2091      blew-up                    1
2092      blind                      8
2093      blindli                    5
2094      blink                      3
2095      blister                    2
2096      blitz                      1
2097      blitzer                    1
2098      blizzard                   5
2099      bloat                      4
2100      bloc                       7
2101      block                      119
2102      blockad                    20
2103      blocker                    1
2104      blocki                     1
2105      blokosso                   2
2106      blond                      4
2107      blond-hair                 1
2108      blood                      34
2109      blood-chil                 2
2110      blood-spatt                1
2111      blood-splatt               1
2112      bloodbath                  3
2113      bloodi                     8
2114      bloodiest                  1
2115      bloodless                  2
2116      bloodsh                    12
2117      bloodstain                 1
2118      bloomberg                  1
2119      bloomer                    1
2120      blous                      1
2121      blow                       25
2122      blown                      11
2123      blowtorch                  1
2124      blue                       65
2125      blue-wat                   1
2126      blueprint                  12
2127      bluf                       5
2128      blunk                      2
2129      blunt                      2
2130      bluntli                    2
2131      blur                       2
2132      blurb                      1
2133      blusteri                   1
2134      blvd                       1
2135      bnaibrith                  1
2136      board                      69
2137      boarder                    5
2138      boardwalk                  1
2139      boast                      3
2140      boat                       302
2141      boater                     1
2142      boatmen                    1
2143      bob                        31
2144      bobbi                      9
2145      bobic                      2
2146      bodi                       400
2147      bodien                     1
2148      bodin                      14
2149      bodon                      1
2150      body-hunt                  3
2151      bodyguard                  14
2152      boe                        3
2153      bog                        2
2154      boga                       1
2155      bogg                       2
2156      bogu                       6
2157      bohdan                     2
2158      boil                       1
2159      boister                    1
2160      bojic                      1
2161      bold                       3
2162      boldli                     1
2163      bolivia                    1
2164      bolona                     3
2165      bolster                    13
2166      bolt                       1
2167      bomb                       608
2168      bomb-                      1
2169      bomb-damag                 1
2170      bomb-laden                 2
2171      bomb-mak                   14
2172      bombard                    2
2173      bombay                     7
2174      bomber                     88
2175      bombet                     2
2176      bombey                     1
2177      bombmak                    4
2178      bombshel                   1
2179      bond                       22
2180      bondjump                   1
2181      bone                       61
2182      bone-weari                 1
2183      bonecardi                  2
2184      bonfir                     3
2185      bonilla                    2
2186      bonni                      1
2187      bono                       1
2188      bonu                       1
2189      boo                        4
2190      booby-trap                 4
2191      book                       32
2192      bookend                    1
2193      boom                       7
2194      boost                      14
2195      booster                    1
2196      boot                       4
2197      boot-brush                 1
2198      booth                      11
2199      bor                        1
2200      border                     70
2201      bore                       4
2202      borg                       1
2203      bori                       7
2204      borisav                    1
2205      borislav                   4
2206      borisov                    1
2207      borivoj                    1
2208      bork                       1
2209      borka                      1
2210      born                       45
2211      born-again                 1
2212      borneo                     4
2213      borotra                    1
2214      borrow                     2
2215      borzon                     2
2216      bosnia                     37
2217      bosnia-herzegovina         3
2218      bosnian                    11
2219      boss                       10
2220      boston                     20
2221      botch                      5
2222      bother                     9
2223      bottl                      8
2224      bottom                     28
2225      bouak                      1
2226      boucher                    11
2227      bouffard                   1
2228      bought                     11
2229      boulevard                  1
2230      bounc                      7
2231      bound                      15
2232      boundari                   2
2233      bounti                     1
2234      bout                       5
2235      bow                        11
2236      bowel                      2
2237      bowen                      4
2238      bowl                       1
2239      bowman                     1
2240      bowmen                     1
2241      bowrey                     1
2242      box                        29
2243      boxer                      1
2244      boy                        51
2245      boycot                     30
2246      boycott                    21
2247      boyd                       2
2248      boyfriend                  4
2249      bozov                      5
2250      braca                      2
2251      brace                      4
2252      braci                      3
2253      bracket                    1
2254      brad                       6
2255      bradi                      1
2256      bradman                    2
2257      bradshaw                   1
2258      brag                       4
2259      brain                      2
2260      brainwash                  3
2261      brake                      1
2262      branch                     10
2263      brand                      6
2264      brandish                   6
2265      brandon                    1
2266      brash                      2
2267      brass                      4
2268      brave                      6
2269      bravent                    1
2270      braveri                    2
2271      bravo                      8
2272      brazen                     1
2273      brazil                     3
2274      brazilian                  1
2275      breach                     3
2276      bread                      1
2277      breadbasket                2
2278      break                      152
2279      break-point                1
2280      break-up                   1
2281      breakaway                  2
2282      breakdown                  3
2283      breaker                    1
2284      breakfast                  6
2285      breakout                   15
2286      breakthrough               16
2287      breakup                    3
2288      breast                     5
2289      breath                     6
2290      breaux                     1
2291      breed                      5
2292      breez                      6
2293      breme                      1
2294      bremer                     1
2295      brenton                    2
2296      brevant                    1
2297      brew                       3
2298      brewer                     1
2299      brian                      17
2300      bribe                      43
2301      briberi                    10
2302      brick                      12
2303      brick-wal                  1
2304      bride                      1
2305      bridg                      23
2306      bridgett                   1
2307      brie                       6
2308      brief                      69
2309      briefli                    24
2310      brien                      1
2311      brig                       1
2312      brigad                     3
2313      bright                     10
2314      bright-ey                  1
2315      brighten                   2
2316      brighter                   1
2317      brightest                  2
2318      brightli                   1
2319      brilliant                  3
2320      brim                       1
2321      bring                      154
2322      brink                      16
2323      brisk                      1
2324      briskli                    3
2325      bristl                     3
2326      britain                    45
2327      british                    104
2328      briton                     5
2329      broad                      13
2330      broad-bas                  2
2331      broad-beam                 1
2332      broad-brush                1
2333      broadcast                  79
2334      broaden                    2
2335      broader                    10
2336      broadli                    3
2337      broder                     2
2338      brokaw                     1
2339      broke                      124
2340      broken                     52
2341      broker                     10
2342      brokerag                   1
2343      bronco                     1
2344      bronxvil                   1
2345      bronz                      2
2346      brood                      1
2347      brook                      3
2348      brooklyn                   3
2349      broom                      1
2350      brother                    95
2351      brother-in-law             6
2352      brought                    136
2353      brow                       2
2354      brown                      20
2355      brown-skin                 1
2356      broz                       1
2357      bruce                      1
2358      bruis                      7
2359      brunei                     27
2360      brunswick                  1
2361      brunt                      4
2362      brush                      6
2363      brussel                    8
2364      brutal                     17
2365      bryan                      4
2366      bryann                     1
2367      bryant                     2
2368      bt648-00                   1
2369      bu                         27
2370      bubbl                      1
2371      bubble-gum                 1
2372      buccan                     1
2373      buchanan                   7
2374      buck                       9
2375      bucket                     4
2376      buckl                      14
2377      bud                        3
2378      budapest                   1
2379      buddhist                   1
2380      buddi                      1
2381      budget                     10
2382      budnev                     1
2383      budor                      1
2384      budsmen                    1
2385      budva                      1
2386      bueni                      2
2387      buf                        4
2388      buff                       4
2389      buffalo                    4
2390      buffer                     1
2391      bug                        7
2392      bugss                      1
2393      build                      412
2394      builder                    6
2395      buildup                    2
2396      built                      34
2397      bulatov                    8
2398      bulg                       1
2399      bulgaria                   3
2400      bulk                       5
2401      bulkhead                   6
2402      bulki                      1
2403      bulldoz                    38
2404      bullet                     8
2405      bullet-proof               2
2406      bulletin                   3
2407      bulletproof                4
2408      bulli                      3
2409      bullzdoz                   1
2410      bum                        1
2411      bump                       2
2412      bumper                     5
2413      bumpi                      1
2414      bunch                      9
2415      bundl                      1
2416      bungl                      6
2417      bunk                       4
2418      bunker                     7
2419      bunkroom                   1
2420      bunt                       1
2421      buoy                       7
2422      buraika                    1
2423      burch                      2
2424      burden                     7
2425      bureau                     40
2426      bureaucraci                4
2427      bureaucrat                 9
2428      burglar                    7
2429      burglari                   9
2430      burgsmul                   2
2431      buri                       157
2432      burial                     18
2433      burk                       3
2434      burke-class                2
2435      burkhard                   1
2436      burkina                    10
2437      burkinab                   1
2438      burkl                      5
2439      burli                      4
2440      burn                       62
2441      burned-out                 3
2442      burner                     2
2443      burnt                      3
2444      burri                      1
2445      burst                      10
2446      burton                     8
2447      buse                       20
2448      bush                       490
2449      bush-cheney                2
2450      bush-gor                   1
2451      bush-quail                 1
2452      bushnel                    1
2453      bushy-beard                1
2454      busi                       138
2455      busiest                    1
2456      busili                     1
2457      businessman                62
2458      businessmen                5
2459      buss                       1
2460      bust                       9
2461      bustamant                  2
2462      bustl                      4
2463      butcher                    4
2464      butter                     1
2465      button                     4
2466      buttress                   5
2467      buy                        51
2468      buyer                      3
2469      buzz                       6
2470      bye                        1
2471      bypass                     6
2472      byrd                       7
2473      c                          34
2474      c-117                      1
2475      c-130                      3
2476      c-141                      5
2477      c-4                        6
2478      c4                         1
2479      c9                         5
2480      ca                         2
2481      cab                        2
2482      cabana                     1
2483      cabin                      2
2484      cabinet                    54
2485      cabl                       6
2486      cacak                      15
2487      cach                       2
2488      cadav                      1
2489      cadet                      1
2490      caeti                      2
2491      cafe                       4
2492      cafetalon                  1
2493      cafeteria                  1
2494      cage                       5
2495      cagl                       1
2496      cahokia                    3
2497      cairo                      6
2498      caisson                    1
2499      cake                       5
2500      cal                        2
2501      calam                      5
2502      calamit                    1
2503      calatrava                  2
2504      calcul                     10
2505      calculu                    1
2506      calcutta                   4
2507      calderon                   2
2508      calena                     1
2509      caley                      1
2510      calhoun                    1
2511      calib                      1
